reading	word	pos	japanese_form
いまじにんぐ	Imagining	noun	イマジニング
いまじん	Imagine	noun	イマジン
いまーしぶ	Immersive	noun	イマーシブ
いまーしゔ	Immersive	noun	イマーシヴ
いもーたるばーす	Immortal Verse	noun	イモータルバース
いもーたるゔぁーす	Immortal Verse	noun	イモータルヴァース
いらいざ	Eliza	noun	イライザ
いらぷと	Erupt	noun	イラプト
いらんいらん	Ylang Ylang	noun	イランイラン
いりでさ	Iridessa	noun	イリデサ
いりでせんす	Irridescence	noun	イリデセンス
いりでっさ	Iridessa	noun	イリデッサ
いるくえろべろーちぇ	Il Quello Veloce	noun	イルクエロベローチェ
いるくえろゔぇろーちぇ	Il Quello Veloce	noun	イルクエロヴェローチェ
いるぐん	Irgun	noun	イルグン
いるみなんと	Illuminant	noun	イルミナント
いるーしぶうぇーぶ	Elusive Wave	noun	イルーシブウェーブ
いるーしぶうぇーゔ	Elusive Wave	noun	イルーシブウェーヴ
いるーしぶくおりてぃ	Elusive Quality	noun	イルーシブクオリティ
いるーしぶけいと	Elusive Kate	noun	イルーシブケイト
いるーしゔうぇーぶ	Elusive Wave	noun	イルーシヴウェーブ
いるーしゔうぇーゔ	Elusive Wave	noun	イルーシヴウェーヴ
いるーしゔくおりてぃ	Elusive Quality	noun	イルーシヴクオリティ
いるーしゔけいと	Elusive Kate	noun	イルーシヴケイト
いれいと	Elate	noun	イレイト
いれじん	Iresine	noun	イレジン
いんいたりあん	In Italian	noun	インイタリアン
いんえくせす	In Excess	noun	インエクセス
いんくるーど	Include	noun	インクルード
いんくるーどべてぃ	Include Betty	noun	インクルードベティ
いんくるーどみーあうと	Include Me Out	noun	インクルードミーアウト
いんぐらんずれじぇんど	England's Legend	noun	イングランズレジェンド
いんぐりっしゅちゃねる	English Channel	noun	イングリッシュチャネル
いんぐりっしゅちゃんねる	English Channel	noun	イングリッシュチャンネル
いんぐりっしゅまん	Englishman	noun	イングリッシュマン
いんこまんど	In Command	noun	インコマンド
いんさいどいんふぉめーしょん	Inside Information	noun	インサイドインフォメーション
いんさめーしょん	In Summation	noun	インサメーション
いんざうぃんぐす	In the Wings	noun	インザウィングス
いんざうぃんぐず	In the Wings	noun	インザウィングズ
いんざういんぐす	In the Wings	noun	インザウイングス
いんざういんぐず	In the Wings	noun	インザウイングズ
いんざぐるーぶ	In the Groove	noun	インザグルーブ
いんざぐるーゔ	In the Groove	noun	インザグルーヴ
いんざこんご	In The Congo	noun	インザコンゴ
いんざごーるど	In the Gold	noun	インザゴールド
いんしーくれっと	In Secret	noun	インシークレット
いんじょいめんと	In Joyment	noun	インジョイメント
いんすうーぷ	In Swoop	noun	インスウープ
いんすたいる	In Style	noun	インスタイル
いんすてぃるどりがーど	Instilled Regard	noun	インスティルドリガード
いんすぱいらる	Inspiral	noun	インスパイラル
いんすぴれーしょなるがーる	Inspirational Girl	noun	インスピレーショナルガール
いんすぴれーしょん	Inspiration	noun	インスピレーション
いんせんてぃばいず	Incentivise	noun	インセンティバイズ
いんせんてぃゔぁいず	Incentivise	noun	インセンティヴァイズ
いんたんがるー	Intangaroo	noun	インタンガルー
いんたーげいず	Intergaze	noun	インターゲイズ
いんたーこんちねんたる	Intercontinental	noun	インターコンチネンタル
いんたーなりーふろーれす	Internallyflawless	noun	インターナリーフローレス
いんたーぱていしょん	Interpatation	noun	インターパテイション
いんたーぷれと	Interprete	noun	インタープレト
いんたーぽる	Interpol	noun	インターポル
いんだすとりありすと	Industrialist	noun	インダストリアリスト
いんてぐらる	Integral	noun	インテグラル
いんてるぷれて	Interprete	noun	インテルプレテ
いんてろじゃんと	Intellogent	noun	インテロジャント
いんてんすふぉーかす	Intense Focus	noun	インテンスフォーカス
いんでぃあ	India	noun	インディア
いんでぃあでぃびな	India Divina	noun	インディアディビナ
いんでぃあでぃゔぃな	India Divina	noun	インディアディヴィナ
いんでぃあんいんく	Indian Ink	noun	インディアンインク
いんでぃあんくいーん	Indian Queen	noun	インディアンクイーン
いんでぃあんちゃーりー	Indian Charlie	noun	インディアンチャーリー
いんでぃあんでいんひる	Indian Danehill	noun	インディアンデインヒル
いんでぃあんぶれっしんぐ	Indian Blessing	noun	インディアンブレッシング
いんでぃあんへいぶん	Indian Haven	noun	インディアンヘイブン
いんでぃあんへいゔん	Indian Haven	noun	インディアンヘイヴン
いんでぃあんりっじ	Indian Ridge	noun	インディアンリッジ
いんでぃあんろっじ	Indian Lodge	noun	インディアンロッジ
いんでぃじぇなす	Indigenous	noun	インディジェナス
いんでぃふぁいぶはんどれっど	Indy Five Hundred	noun	インディファイブハンドレッド
いんでぃふぁいゔはんどれっど	Indy Five Hundred	noun	インディファイヴハンドレッド
いんでぃぽいんと	Indy Point	noun	インディポイント
いんとぅみすちーふ	Into Mischief	noun	イントゥミスチーフ
いんとっぷすうぃんぐ	In Top Swing	noun	イントップスウィング
いんとりけいとりー	Intricately	noun	イントリケイトリー
いんとれぴでぃてぃ	Intrepidity	noun	イントレピディティ
いんとれぴど	Intrepido	noun	イントレピド
いんはーたいむ	In Her Time	noun	インハータイム
いんばそーる	Invasor	noun	インバソール
いんばーまーく	Invermark	noun	インバーマーク
いんびんしぶるすぴりっと	Invincible Spirit	noun	インビンシブルスピリット
いんびんしぶるせーじ	Invincible Sage	noun	インビンシブルセージ
いんびんしべら	Invincibella	noun	インビンシベラ
いんふぁれんす	Inference	noun	インファレンス
いんふぃるとらだ	Infiltrada	noun	インフィルトラダ
いんふぉーむどでぃしじょん	Informed Decision	noun	インフォームドディシジョン
いんふるーえんと	Influent	noun	インフルーエント
いんぷろばぶる	Improbable	noun	インプロバブル
いんべすと	Invest	noun	インベスト
いんべーだー	Invader	noun	インベーダー
いんぺらとりす	Imperatriz	noun	インペラトリス
いんぺりあるこまんだー	Imperial Commander	noun	インペリアルコマンダー
いんぺりあるじぇすちゃー	Imperial Gesture	noun	インペリアルジェスチャー
いんぺりあるだんさー	Imperial Dancer	noun	インペリアルダンサー
いんぺりあるひんと	Imperial Hint	noun	インペリアルヒント
いんぺりあるもなーく	Imperial Monarch	noun	インペリアルモナーク
いんぺんでぃんぐ	Impending	noun	インペンディング
いんらぶ	In Love	noun	インラブ
いんらんじぇりー	In Lingerie	noun	インランジェリー
いんらゔ	In Love	noun	インラヴ
いんりありてぃ	In Reality	noun	インリアリティ
いんゔぁそーる	Invasor	noun	インヴァソール
いんゔぁーまーく	Invermark	noun	インヴァーマーク
いんゔぃんしぶるすぴりっと	Invincible Spirit	noun	インヴィンシブルスピリット
いんゔぃんしぶるせーじ	Invincible Sage	noun	インヴィンシブルセージ
いんゔぃんしべら	Invincibella	noun	インヴィンシベラ
いんゔぇすと	Invest	noun	インヴェスト
いんゔぇーだー	Invader	noun	インヴェーダー
いゔにんぐあたいあ	Evening Attire	noun	イヴニングアタイア
いゔにんぐじゅえる	Evening Jewel	noun	イヴニングジュエル
いーぐるうぇい	Eagle Way	noun	イーグルウェイ
いーぐるふぉーるず	Eagle Falls	noun	イーグルフォールズ
いーぐるまうんてん	Eagle Mountain	noun	イーグルマウンテン
いーぐるれじめんと	Eagle Regiment	noun	イーグルレジメント
いーじーごあ	Easy Goer	noun	イージーゴア
いーじーずじぇんとるまん	E Z's Gentleman	noun	イージーズジェントルマン
いーじーなう	Easy Now	noun	イージーナウ
いーすたんえこー	Eastern Echo	noun	イースタンエコー
いーすとあべにゅー	East Avenue	noun	イーストアベニュー
いーすとあゔぇにゅー	East Avenue	noun	イーストアヴェニュー
いーたじぇーむず	Etah James	noun	イータジェームズ
いーだ	Eda	noun	イーダ
いーでんずむーん	Eden's Moon	noun	イーデンズムーン
いーふぁあらん	Aoife Alainn	noun	イーファアラン
いーぶんそー	Even So	noun	イーブンソー
いーゔんそー	Even So	noun	イーヴンソー
うぃきっどうぃすぱー	Wicked Whisper	noun	ウィキッドウィスパー
うぃきっどすとろんぐ	Wicked Strong	noun	ウィキッドストロング
うぃきっどりーぱーふぇくと	Wickedly Perfect	noun	ウィキッドリーパーフェクト
うぃぐもあほーる	Wigmore Hall	noun	ウィグモアホール
うぃじゃぼーど	Ouija Board	noun	ウィジャボード
うぃずあうとあふぁいと	Without A Fight	noun	ウィズアウトアファイト
うぃずあうとぱろーる	Without Parole	noun	ウィズアウトパロール
うぃずきっど	Wizz Kid	noun	ウィズキッド
うぃずゆー	With You	noun	ウィズユー
うぃっくろーぶれーぶ	Wicklow Brave	noun	ウィックローブレーブ
うぃっくろーぶれーゔ	Wicklow Brave	noun	ウィックローブレーヴ
うぃっしんぐうぇる	Wishing Well	noun	ウィッシングウェル
うぃっともあ	Whitmore	noun	ウィットモア
うぃっぱー	Whipper	noun	ウィッパー
うぃにんぐうぇいず	Winning Ways	noun	ウィニングウェイズ
うぃにんぐぷらいず	Winning Prize	noun	ウィニングプライズ
うぃのな	Winona	noun	ウィノナ
うぃらびーおーさむ	Willa B Awesome	noun	ウィラビーオーサム
うぃりーかざるす	Willie Cazals	noun	ウィリーカザルス
うぃりーこんかー	Willyconker	noun	ウィリーコンカー
うぃりーどぅいっと	Willydoit	noun	ウィリードゥイット
うぃりーびーみん	Willy Beamin	noun	ウィリービーミン
うぃるこ	Wilko	noun	ウィルコ
うぃるずうぇい	Will's Way	noun	ウィルズウェイ
うぃるていくちゃーじ	Will Take Charge	noun	ウィルテイクチャージ
うぃんうぃんうぃん	Win Win Win	noun	ウィンウィンウィン
うぃんくす	Winx	noun	ウィンクス
うぃんぐすおぶいーぐるず	Wings Of Eagles	noun	ウィングスオブイーグルズ
うぃんぐどらぶ	Winged Love	noun	ウィングドラブ
うぃんぐどらゔ	Winged Love	noun	ウィングドラヴ
うぃんしり	Winsili	noun	ウィンシリ
うぃんす	Wince	noun	ウィンス
うぃんたーぱわー	Winter Power	noun	ウィンターパワー
うぃんたーめもりーず	Winter Memories	noun	ウィンターメモリーズ
うぃんちぇすたー	Winchester	noun	ウィンチェスター
うぃんどしゃーぷ	Windsharp	noun	ウィンドシャープ
うぃんどすぺる	Wyndspelle	noun	ウィンドスペル
うぃんふぉーざまねー	Win for the Money	noun	ウィンフォーザマネー
うぃーあー	We Are	noun	ウィーアー
うぃーきゃんせいいっとなう	We Can Say It Now	noun	ウィーキャンセイイットナウ
うぃーくえんどさぷらいず	Weekend Surprise	noun	ウィークエンドサプライズ
うぃーくえんどはすらー	Weekend Hussler	noun	ウィークエンドハスラー
うぃーぷのーもあ	Weep No More	noun	ウィープノーモア
うぃーみすあーてぃ	We Miss Artie	noun	ウィーミスアーティ
うぃーみすふらんきー	Weemissfrankie	noun	ウィーミスフランキー
ういずあんてぃしぺいしょん	With Anticipation	noun	ウイズアンティシペイション
ういんぐすおぶいーぐるす	Wings Of Eagles	noun	ウイングスオブイーグルス
ういんどいんはーへあ	Wind in Her Hair	noun	ウインドインハーヘア
ういんどいんはーへあー	Wind in Her Hair	noun	ウインドインハーヘアー
ういんどすとーす	Windstoss	noun	ウインドストース
ういーくえんどさぷらいず	Weekend Surprise	noun	ウイークエンドサプライズ
